RegionSegment,RegionSegmentEndUse,Region,Segment,End Use,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWaste Water,SCL,Multifamily - High Rise Low Income,Waste Water,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use
SCLSingle Family Low Income,SCLSingle Family Low IncomeWater Heat GT 55 Gal,SCL,Single Family Low Income,Water Heat GT 55 Gal,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeWater Heat GT 55 Gal,SCL,Multifamily - Low Rise Low Income,Water Heat GT 55 Gal,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeWater Heat GT 55 Gal,SCL,Multifamily - Mid Rise Low Income,Water Heat GT 55 Gal,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat GT 55 Gal,SCL,Multifamily - High Rise Low Income,Water Heat GT 55 Gal,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater
SCLSingle Family Low Income,SCLSingle Family Low IncomeWater Heat LE 55 Gal,SCL,Single Family Low Income,Water Heat LE 55 Gal,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeWater Heat LE 55 Gal,SCL,Multifamily - Low Rise Low Income,Water Heat LE 55 Gal,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeWater Heat LE 55 Gal,SCL,Multifamily - Mid Rise Low Income,Water Heat LE 55 Gal,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal,SCL,Multifamily - High Rise Low Income,Water Heat LE 55 Gal,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater
SCLSingle Family Low Income,SCLSingle Family Low IncomeCirculation - Hydronic Heating,SCL,Single Family Low Income,Circulation - Hydronic Heating,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCirculation - Hydronic Heating,SCL,Multifamily - Low Rise Low Income,Circulation - Hydronic Heating,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic Heating,SCL,Multifamily - Mid Rise Low Income,Circulation - Hydronic Heating,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeCirculation - Hydronic Heating,SCL,Multifamily - High Rise Low Income,Circulation - Hydronic Heating,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump
SCLSingle Family Low Income,SCLSingle Family Low IncomeCirculation - DHW,SCL,Single Family Low Income,Circulation - DHW,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCirculation - DHW,SCL,Multifamily - Low Rise Low Income,Circulation - DHW,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCirculation - DHW,SCL,Multifamily - Mid Rise Low Income,Circulation - DHW,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeCirculation - DHW,SCL,Multifamily - High Rise Low Income,Circulation - DHW,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump
SCLSingle Family Low Income,SCLSingle Family Low IncomeElectric Vehicles,SCL,Single Family Low Income,Electric Vehicles,Market Average EV Charger,Market Average EV Charger,Market Average EV Charger,Market Average EV Charger,Market Average EV Charger,Market Average EV Charger,Market Average EV Charger,Market Average EV Charger,Market Average EV Charger,Market Average EV Charger,Market Average EV Charger,Market Average EV Charger,Market Average EV Charger,Market Average EV Charger,Market Average EV Charger,Market Average EV Charger,Market Average EV Charger,Market Average EV Charger,Market Average EV Charger,Market Average EV Charger
